Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Oak Creek,295012,10934208,162572,10-Mar-19,Void: 13-OC-Monthly - (10-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,292781,10893154,160848,10-Mar-19,Void: 13-OC-Monthly - (10-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294259,10830619,162008,10-Mar-19,Void: 13-OC-Monthly - (10-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294349,10847830,162079,10-Mar-19,Void: 13-OC-Monthly - (10-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294940,10920240,162519,10-Mar-19,Void: 13-OC-Monthly - (10-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,313169,13753560,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13665861,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13626034,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13240664,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13229255,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313342,13076187,175817,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,308390,13457538,172537,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,303437,13444196,169160,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,295409,13756829,162877,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,365897,15418692,213778,11-Mar-19,Void: 11-OC Daily Charge - (11-Mar-19),Incorrect Entry,Lot-Daily,Ashley,62
Sunland RV Resort Oak Creek,365897,15418693,213778,11-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Ashley,1
Sunland RV Resort Oak Creek,282008,9134458,152666,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Dates changed ,Lot-Monthly,Christopher,0
Sunland RV Resort Oak Creek,372443,15662649,218566,11-Mar-19,Void: 13-OC Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Elizabeth,0
Sunland RV Resort Oak Creek,313169,14826700,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,353004,14947882,203704,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,351021,15007469,202214,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,355349,14987226,205565,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,354945,14974443,205243,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,372626,15669657,218744,11-Mar-19,Void: 13-OC Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,369279,15564790,216283,11-Mar-19,Void: 13-OC Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,292781,11200207,160848,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,281717,13400791,152432,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,276357,12440321,148317,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,13865124,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,318873,14223534,179717,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,304965,12599115,170234,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,299558,12115278,166190,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14938250,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14608541,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14572971,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14499885,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14409102,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14276879,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14240558,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14078699,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14685195,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Jim,0
Sunland RV Resort Oak Creek,366705,15455137,214378,11-Mar-19,Void: 11-OC Daily Charge - (11-Mar-19),Incorrect Entry,Lot-Daily,Kimberlee,54
Sunland RV Resort Oak Creek,366705,15455138,214378,11-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,366705,15455139,214378,11-Mar-19,Void:    - OC-PASSPORT AMERICA,Incorrect Entry,PASSPORT AMERICA DISCOUNT,Kimberlee,-26.5
Sunland RV Resort Oak Creek,372626,15670575,218744,11-Mar-19,Void: 13-OC Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Kimberlee,0
Sunland RV Resort Oak Creek,372205,15651538,218382,11-Mar-19,Void: 12-OC Weekly Charge - (11-Mar-19),Incorrect Entry,Lot-Weekly,Kimberlee,37
Sunland RV Resort Oak Creek,372205,15651539,218382,11-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,363397,15495384,211928,11-Mar-19,Void: 12-OC Weekly Charge - (11-Mar-19),Cancelled Reservation,Lot-Weekly,Kimberlee,49
Sunland RV Resort Oak Creek,363397,15495385,211928,11-Mar-19,Void:    - 1 x Pets,Cancelled Reservation,PETS,Kimberlee,2
Sunland RV Resort Oak Creek,363397,15495386,211928,11-Mar-19,Void:    - Internet Access,Cancelled Reservation,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,356347,15020959,206395,11-Mar-19,Void: 12-OC Weekly Charge - (11-Mar-19),Incorrect Entry,Lot-Weekly,Kimberlee,73
Sunland RV Resort Oak Creek,356347,15020960,206395,11-Mar-19,Void:    - 1 x Pets,Incorrect Entry,PETS,Kimberlee,2
Sunland RV Resort Oak Creek,356347,15020961,206395,11-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,268486,8115697,142646,11-Mar-19,"Void: 13-OC-Monthly, Accommodation (11-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,267245,8148930,141635,11-Mar-19,"Void: 13-OC-Monthly, Accommodation (11-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,267245,7987619,141635,11-Mar-19,"Void: 13-OC-Monthly, Accommodation (11-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,263156,7672530,138698,11-Mar-19,"Void: 13-OC-Monthly, Accommodation (11-Mar-19)",Dates changed ,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,263154,7871641,138696,11-Mar-19,"Void: 13-OC-Monthly, Accommodation (11-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,317445,15133599,178812,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Lindsay,0
Sunland RV Resort Oak Creek,369560,15571195,216487,11-Mar-19,Void: 13-OC Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Lindsay,0
Sunland RV Resort Oak Creek,371240,15624148,217670,11-Mar-19,Void: 13-OC Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Lindsay,0
Sunland RV Resort Oak Creek,292781,11468680,160848,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Manager,0
Sunland RV Resort Oak Creek,284172,9301205,154235,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Cancelled Reservation,Lot-Monthly,Robin,0
Sunland RV Resort Oak Creek,313169,13469845,209505,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,Shane,0
Sunland RV Resort Oak Creek,314091,13160708,176448,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Cancelled Reservation,Lot-Monthly,Shane,0
Sunland RV Resort Oak Creek,295012,10934209,162572,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294940,10920241,162519,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294349,10847831,162079,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294259,10830620,162008,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,292781,10893155,160848,11-Mar-19,Void: 13-OC-Monthly - (11-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,313169,13753561,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,295409,13756830,162877,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,303437,13444197,169160,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,308390,13457539,172537,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313342,13076188,175817,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13229256,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13240665,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13626035,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13665862,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,365897,15418694,213778,12-Mar-19,Void: 11-OC Daily Charge - (12-Mar-19),Incorrect Entry,Lot-Daily,Ashley,62
Sunland RV Resort Oak Creek,365897,15418695,213778,12-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Ashley,1
Sunland RV Resort Oak Creek,282008,9134459,152666,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Dates changed ,Lot-Monthly,Christopher,0
Sunland RV Resort Oak Creek,372443,15662650,218566,12-Mar-19,Void: 13-OC Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Elizabeth,0
Sunland RV Resort Oak Creek,313169,14826701,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,351021,15007470,202214,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,353004,14947883,203704,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,354945,14974444,205243,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,355349,14987227,205565,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,372626,15669658,218744,12-Mar-19,Void: 13-OC Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,369279,15564791,216283,12-Mar-19,Void: 13-OC Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,292781,11200208,160848,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,276357,12440322,148317,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,281717,13400792,152432,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,299558,12115279,166190,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,304965,12599116,170234,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,318873,14223535,179717,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,13865125,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14078700,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14240559,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14276880,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14409103,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14499886,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14572972,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14608542,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14938251,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14685196,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Jim,0
Sunland RV Resort Oak Creek,366705,15455140,214378,12-Mar-19,Void: 11-OC Daily Charge - (12-Mar-19),Incorrect Entry,Lot-Daily,Kimberlee,54
Sunland RV Resort Oak Creek,366705,15455141,214378,12-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,366705,15455142,214378,12-Mar-19,Void:    - OC-PASSPORT AMERICA,Incorrect Entry,PASSPORT AMERICA DISCOUNT,Kimberlee,-26.5
Sunland RV Resort Oak Creek,372626,15670576,218744,12-Mar-19,Void: 13-OC Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Kimberlee,0
Sunland RV Resort Oak Creek,372205,15651540,218382,12-Mar-19,Void: 12-OC Weekly Charge - (12-Mar-19),Incorrect Entry,Lot-Weekly,Kimberlee,37
Sunland RV Resort Oak Creek,372205,15651541,218382,12-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,363397,15495387,211928,12-Mar-19,Void: 12-OC Weekly Charge - (12-Mar-19),Cancelled Reservation,Lot-Weekly,Kimberlee,49
Sunland RV Resort Oak Creek,363397,15495388,211928,12-Mar-19,Void:    - 1 x Pets,Cancelled Reservation,PETS,Kimberlee,2
Sunland RV Resort Oak Creek,363397,15495389,211928,12-Mar-19,Void:    - Internet Access,Cancelled Reservation,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,356347,15020962,206395,12-Mar-19,Void: 12-OC Weekly Charge - (12-Mar-19),Incorrect Entry,Lot-Weekly,Kimberlee,73
Sunland RV Resort Oak Creek,356347,15020963,206395,12-Mar-19,Void:    - 1 x Pets,Incorrect Entry,PETS,Kimberlee,2
Sunland RV Resort Oak Creek,356347,15020964,206395,12-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Kimberlee,1
Sunland RV Resort Oak Creek,263154,7871642,138696,12-Mar-19,"Void: 13-OC-Monthly, Accommodation (12-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,263156,7672531,138698,12-Mar-19,"Void: 13-OC-Monthly, Accommodation (12-Mar-19)",Dates changed ,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,267245,7987620,141635,12-Mar-19,"Void: 13-OC-Monthly, Accommodation (12-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,267245,8148931,141635,12-Mar-19,"Void: 13-OC-Monthly, Accommodation (12-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,268486,8115698,142646,12-Mar-19,"Void: 13-OC-Monthly, Accommodation (12-Mar-19)",Incorrect Entry,Lot-Monthly,Laurie,0
Sunland RV Resort Oak Creek,371240,15624149,217670,12-Mar-19,Void: 13-OC Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Lindsay,0
Sunland RV Resort Oak Creek,369560,15571196,216487,12-Mar-19,Void: 13-OC Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Lindsay,0
Sunland RV Resort Oak Creek,317445,15133600,178812,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Lindsay,0
Sunland RV Resort Oak Creek,292781,11468681,160848,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Manager,0
Sunland RV Resort Oak Creek,284172,9301206,154235,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Cancelled Reservation,Lot-Monthly,Robin,0
Sunland RV Resort Oak Creek,314091,13160709,176448,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Cancelled Reservation,Lot-Monthly,Shane,0
Sunland RV Resort Oak Creek,313169,13469846,209505,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,Shane,0
Sunland RV Resort Oak Creek,295012,10934210,162572,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,292781,10893156,160848,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294259,10830621,162008,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294349,10847832,162079,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,294940,10920242,162519,12-Mar-19,Void: 13-OC-Monthly - (12-Mar-19),Incorrect Entry,Lot-Monthly,shayln,0
Sunland RV Resort Oak Creek,313169,13753562,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13665863,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13626036,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13240666,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313169,13229257,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,313342,13076189,175817,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,308390,13457540,172537,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,303437,13444198,169160,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,295409,13756831,162877,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Alexis,0
Sunland RV Resort Oak Creek,365897,15418696,213778,13-Mar-19,Void: 11-OC Daily Charge - (13-Mar-19),Incorrect Entry,Lot-Daily,Ashley,62
Sunland RV Resort Oak Creek,365897,15418697,213778,13-Mar-19,Void:    - Internet Access,Incorrect Entry,USAGE REIMB-WIFI,Ashley,1
Sunland RV Resort Oak Creek,282008,9134460,152666,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Dates changed ,Lot-Monthly,Christopher,0
Sunland RV Resort Oak Creek,372443,15662651,218566,13-Mar-19,Void: 13-OC Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Elizabeth,0
Sunland RV Resort Oak Creek,313169,14826702,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,353004,14947884,203704,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,351021,15007471,202214,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,355349,14987228,205565,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,354945,14974445,205243,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,372626,15669659,218744,13-Mar-19,Void: 13-OC Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,369279,15564792,216283,13-Mar-19,Void: 13-OC Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,Jenn,0
Sunland RV Resort Oak Creek,292781,11200209,160848,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,281717,13400793,152432,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,276357,12440323,148317,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,13865126,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,318873,14223536,179717,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,304965,12599117,170234,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,299558,12115280,166190,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14938252,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14608543,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14572973,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14499887,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14409104,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14276881,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Incorrect Entry,Lot-Monthly,JESSICA,0
Sunland RV Resort Oak Creek,313169,14240560,209505,13-Mar-19,Void: 13-OC-Monthly - (13-Mar-19),Posted to wrong account ,Lot-Monthly,JESSICA,0
