Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,368346,15849042,215577,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,368346,15849043,215577,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,368346,15849044,215577,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,9.65
Sunland RV Resort Emerald Desert,341223,15847892,195331,13-Apr-19,Void: 01D- Emerald Daily Charge - (12-Apr-19),Cancelled Reservation,Lot-Daily,Lee,92
Sunland RV Resort Emerald Desert,341223,15847893,195331,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,10.01
Sunland RV Resort Emerald Desert,341223,15847894,195331,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,341223,15847895,195331,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,341223,15847896,195331,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,22.71
Sunland RV Resort Emerald Desert,376870,15849067,221909,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Cancelled Reservation,Lot-Daily,Lee,86
Sunland RV Resort Emerald Desert,376870,15849068,221909,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,9.35
Sunland RV Resort Emerald Desert,376870,15849069,221909,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,376870,15849070,221909,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,376870,15849081,221909,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,9.89
Sunland RV Resort Emerald Desert,359316,15847855,208766,13-Apr-19,Void: 01-ED Daily Charge - (12-Apr-19),Incorrect Entry,Lot-Daily,Lee,90
Sunland RV Resort Emerald Desert,359316,15847856,208766,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,9.79
Sunland RV Resort Emerald Desert,359316,15847857,208766,13-Apr-19,Void:    - 2 x Children,Incorrect Entry,ADDITIONAL OCUPNTS,Lee,4
Sunland RV Resort Emerald Desert,359316,15847858,208766,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,359316,15847859,208766,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,359316,15847860,208766,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Incorrect Entry,Lot-Daily,Lee,90
Sunland RV Resort Emerald Desert,359316,15847868,208766,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,16.82
Sunland RV Resort Emerald Desert,359316,15847872,208766,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,16.82
Sunland RV Resort Emerald Desert,359316,15847861,208766,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,9.79
Sunland RV Resort Emerald Desert,359316,15847862,208766,13-Apr-19,Void:    - 2 x Children,Incorrect Entry,ADDITIONAL OCUPNTS,Lee,4
Sunland RV Resort Emerald Desert,359316,15847863,208766,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,359316,15847864,208766,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,359316,15847867,208766,13-Apr-19,Void: Cancellation Fee- ED,Cancelled Reservation,LATE FEES/SERVICE CHARGES,Lee,152.95
Sunland RV Resort Emerald Desert,359318,15847886,208767,13-Apr-19,Void: Cancellation Fee- ED,Cancelled Reservation,LATE FEES/SERVICE CHARGES,Lee,20.21
Sunland RV Resort Emerald Desert,359318,15847887,208767,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,2.22
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,359318,15847877,208767,13-Apr-19,Void: 01-ED Daily Charge - (12-Apr-19),Cancelled Reservation,Lot-Daily,Lee,86
Sunland RV Resort Emerald Desert,359318,15847878,208767,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,9.35
Sunland RV Resort Emerald Desert,359318,15847879,208767,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,359318,15847880,208767,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,359318,15847881,208767,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Cancelled Reservation,Lot-Daily,Lee,86
Sunland RV Resort Emerald Desert,359318,15847882,208767,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,9.35
Sunland RV Resort Emerald Desert,359318,15847883,208767,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,359318,15847884,208767,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,359318,15847885,208767,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,18.32
Sunland RV Resort Emerald Desert,376676,15807720,221766,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Incorrect Entry,Lot-Daily,Lee,99
Sunland RV Resort Emerald Desert,376676,15807721,221766,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,10.78
Sunland RV Resort Emerald Desert,376676,15807722,221766,13-Apr-19,Void:    - 1 x Pets,Incorrect Entry,PETS,Lee,3
Sunland RV Resort Emerald Desert,376676,15807723,221766,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,376676,15807724,221766,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,377398,15848918,222244,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,377398,15848919,222244,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,377398,15848916,222244,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Incorrect Entry,Lot-Daily,Lee,91
Sunland RV Resort Emerald Desert,377398,15848917,222244,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,9.9
Sunland RV Resort Emerald Desert,377401,15849082,222246,13-Apr-19,Void: 02-ED Weekly Rate - (13-Apr-19),Incorrect Entry,Lot-Weekly,Lee,73
Sunland RV Resort Emerald Desert,377401,15849083,222246,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,7.92
Sunland RV Resort Emerald Desert,377401,15849084,222246,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,377401,15849085,222246,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,365580,15848004,222251,13-Apr-19,Void: ED-316: 01-ED Daily Charge - (12-Apr-19 to 13-Apr-19),Dates changed ,Lot-Daily,Lee,126
Sunland RV Resort Emerald Desert,365580,15848005,222251,13-Apr-19,Void:    - Internet Access-ED,Dates changed ,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,365580,15848006,222251,13-Apr-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,365580,15848008,222252,13-Apr-19,Void: ED-691: 01-ED Daily Charge - (13-Apr-19 to 18-Apr-19),Incorrect Entry,Lot-Daily,Lee,460
Sunland RV Resort Emerald Desert,365580,15848009,222252,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,50.05
Sunland RV Resort Emerald Desert,365580,15848010,222252,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,5
Sunland RV Resort Emerald Desert,365580,15848011,222252,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.55
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,361723,15847955,210603,13-Apr-19,Void: 01-ED Daily Charge - (12-Apr-19),Incorrect Entry,Lot-Daily,Lee,88
Sunland RV Resort Emerald Desert,361723,15847956,210603,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,9.57
Sunland RV Resort Emerald Desert,361723,15847957,210603,13-Apr-19,Void:    - 1 x Children,Incorrect Entry,ADDITIONAL OCUPNTS,Lee,2
Sunland RV Resort Emerald Desert,361723,15847958,210603,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,361723,15847959,210603,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,361723,15847960,210603,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Incorrect Entry,Lot-Daily,Lee,88
Sunland RV Resort Emerald Desert,361723,15847961,210603,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,9.57
Sunland RV Resort Emerald Desert,361723,15847962,210603,13-Apr-19,Void:    - 1 x Children,Incorrect Entry,ADDITIONAL OCUPNTS,Lee,2
Sunland RV Resort Emerald Desert,361723,15847963,210603,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,361723,15847964,210603,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,376164,15798212,221344,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Cancelled Reservation,Lot-Daily,Lindsay,101
Sunland RV Resort Emerald Desert,376164,15798213,221344,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,11
Sunland RV Resort Emerald Desert,376164,15798214,221344,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lindsay,1
Sunland RV Resort Emerald Desert,376164,15798215,221344,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,0.11
Sunland RV Resort Emerald Desert,365400,15752067,213419,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Cancelled Reservation,Lot-Daily,Molly,106
Sunland RV Resort Emerald Desert,365400,15752068,213419,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Molly,11.55
Sunland RV Resort Emerald Desert,365400,15752069,213419,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Molly,1
Sunland RV Resort Emerald Desert,365400,15752070,213419,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Molly,0.11
Sunland RV Resort Emerald Desert,374564,15778920,221539,13-Apr-19,Void: 02-ED Weekly Rate - (13-Apr-19),Incorrect Entry,Lot-Weekly,Molly,85
Sunland RV Resort Emerald Desert,374564,15778921,221539,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Molly,9.24
Sunland RV Resort Emerald Desert,374564,15778922,221539,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Molly,1
Sunland RV Resort Emerald Desert,374564,15778923,221539,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Molly,0.11
Sunland RV Resort Emerald Desert,367745,15500821,215155,13-Apr-19,Void: 03-ED 31 Day Rate - (13-Apr-19),Cancelled Reservation,Lot-Monthly,Molly,0.67
Sunland RV Resort Emerald Desert,367745,15491889,215155,13-Apr-19,Void: 03-ED 31 Day Rate - (13-Apr-19),Cancelled Reservation,Lot-Monthly,Molly,20
Sunland RV Resort Emerald Desert,367745,15501001,215155,13-Apr-19,Void: 03-ED 31 Day Rate - (13-Apr-19),Cancelled Reservation,Lot-Monthly,Molly,0.67
Sunland RV Resort Emerald Desert,370997,15616226,217512,13-Apr-19,Void: 07-ED Parking/Storage - (13-Apr-19),Incorrect Entry,PARKING,Molly,0
Sunland RV Resort Emerald Desert,352267,15768813,216286,13-Apr-19,Void: ST-B7-40c: 07-ED Parking/Storage - (13-Apr-19),Incorrect Entry,PARKING,Molly,0
Sunland RV Resort Emerald Desert,338470,15633046,193375,13-Apr-19,Void: 07-ED Parking-Storage - (13-Apr-19),Cancelled Reservation,PARKING,Molly,0
Sunland RV Resort Emerald Desert,362604,15665038,211327,13-Apr-19,Void: 02-ED Weekly Rate - (13-Apr-19),Cancelled Reservation,Lot-Weekly,Molly,78
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,362604,15665039,211327,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Molly,1
Sunland RV Resort Emerald Desert,370734,15617361,217329,13-Apr-19,Void: 02-ED Weekly Rate - (13-Apr-19),Cancelled Reservation,Lot-Weekly,Molly,78
Sunland RV Resort Emerald Desert,370734,15617362,217329,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Molly,1
Sunland RV Resort Emerald Desert,340825,14498969,195105,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Paul,1
Sunland RV Resort Emerald Desert,340825,14498968,195105,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Incorrect Entry,Lot-Weekly,Paul,53.49
Sunland RV Resort Emerald Desert,347546,14666413,199805,13-Apr-19,Void: 07-ED Parking-Storage - (13-Apr-19),Incorrect Entry,PARKING,Rivera,0
Sunland RV Resort Emerald Desert,347546,14661028,199805,13-Apr-19,Void: 07-ED Parking-Storage - (13-Apr-19),Incorrect Entry,PARKING,Rivera,20
Sunland RV Resort Emerald Desert,334313,15230107,190501,13-Apr-19,Void: 01H-Hotel Daily Rates - (13-Apr-19),Cancelled Reservation,VILLA RENTALS,Rivera,164.8
Sunland RV Resort Emerald Desert,334313,15230108,190501,13-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,18.13
Sunland RV Resort Emerald Desert,337249,14238503,192532,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Incorrect Entry,Lot-Weekly,Rivera,72.25
Sunland RV Resort Emerald Desert,337249,14238504,192532,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Rivera,1
Sunland RV Resort Emerald Desert,332560,14016692,189231,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Incorrect Entry,Lot-Weekly,Rivera,85
Sunland RV Resort Emerald Desert,332560,14016693,189231,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Rivera,1
Sunland RV Resort Emerald Desert,347546,14659931,199805,13-Apr-19,Void: 07-ED Parking-Storage - (13-Apr-19),Incorrect Entry,PARKING,Rivera,20
Sunland RV Resort Emerald Desert,329999,13918662,187519,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Incorrect Entry,Lot-Weekly,Rivera,105
Sunland RV Resort Emerald Desert,340223,14766763,194708,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Cancelled Reservation,Lot-Weekly,Rivera,82.89
Sunland RV Resort Emerald Desert,340223,14766764,194708,13-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Rivera,1
Sunland RV Resort Emerald Desert,339362,14504020,194014,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Incorrect Entry,Lot-Weekly,Rivera,82
Sunland RV Resort Emerald Desert,339362,14504021,194014,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Rivera,8.91
Sunland RV Resort Emerald Desert,339362,14504022,194014,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Rivera,1
Sunland RV Resort Emerald Desert,339362,14504023,194014,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Rivera,0.11
Sunland RV Resort Emerald Desert,337259,15357807,192540,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Incorrect Entry,Lot-Weekly,Rivera,65.05
Sunland RV Resort Emerald Desert,377175,15819808,222109,13-Apr-19,Void: 01-ED Daily Charge - (13-Apr-19),Incorrect Entry,Lot-Daily,TERRI G,86
Sunland RV Resort Emerald Desert,377175,15819809,222109,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,TERRI G,8.39
Sunland RV Resort Emerald Desert,377175,15819810,222109,13-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,TERRI G,1
Sunland RV Resort Emerald Desert,377175,15819811,222109,13-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,TERRI G,0.11
Sunland RV Resort Emerald Desert,377175,15819812,222109,13-Apr-19,Void:    - GOOD SAM,Incorrect Entry,Good Sam Discount,TERRI G,-8.6
Sunland RV Resort Emerald Desert,335241,14140561,191150,13-Apr-19,Void: 02W- Emerald Weekly Rates - (13-Apr-19),Incorrect Entry,Lot-Weekly,Vince,0
Sunland RV Resort Emerald Desert,371890,15649148,218139,14-Apr-19,Void: 01-ED Daily Charge - (14-Apr-19),Cancelled Reservation,Lot-Daily,Amanda,86
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,371890,15649149,218139,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,9.35
Sunland RV Resort Emerald Desert,371890,15649150,218139,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,371890,15649151,218139,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,0.11
Sunland RV Resort Emerald Desert,340306,15206167,194769,14-Apr-19,Void: 01V-Villa Daily Rates - (14-Apr-19),Cancelled Reservation,VILLA RENTALS,Amanda,176.8
Sunland RV Resort Emerald Desert,340306,15206168,194769,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,19.45
Sunland RV Resort Emerald Desert,336661,15712169,192108,14-Apr-19,Void: 01D- Emerald Daily Charge - (14-Apr-19),Dates changed ,Lot-Daily,Amanda,84
Sunland RV Resort Emerald Desert,336661,15712170,192108,14-Apr-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Amanda,9.13
Sunland RV Resort Emerald Desert,336661,15712171,192108,14-Apr-19,Void:    - Internet Access-ED,Dates changed ,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,336661,15712172,192108,14-Apr-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Amanda,0.11
Sunland RV Resort Emerald Desert,369642,15779072,224870,14-Apr-19,Void: 02-ED Weekly Rate - (14-Apr-19),Cancelled Reservation,Lot-Weekly,Amanda,79
Sunland RV Resort Emerald Desert,369642,15779073,224870,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,329999,13921401,187519,14-Apr-19,Void: 02W- Emerald Weekly Rates - (14-Apr-19),Incorrect Entry,Lot-Weekly,Amanda,105
Sunland RV Resort Emerald Desert,333964,14084328,190271,14-Apr-19,Void: 02W- Emerald Weekly Rates - (14-Apr-19),Testing ,Lot-Weekly,Amanda,79
Sunland RV Resort Emerald Desert,333964,14084329,190271,14-Apr-19,Void:    - Internet Access-ED,Testing ,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,332264,14370882,189021,14-Apr-19,Void: 01V-Villa Daily Rates - (14-Apr-19),Cancelled Reservation,VILLA RENTALS,Amanda,172
Sunland RV Resort Emerald Desert,332264,14370883,189021,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,18.92
Sunland RV Resort Emerald Desert,355251,15784451,226142,14-Apr-19,Void: 02-ED Weekly Rate - (14-Apr-19),Cancelled Reservation,Lot-Weekly,Amanda,59.27
Sunland RV Resort Emerald Desert,355251,15784452,226142,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,355251,15784453,226142,14-Apr-19,Void:    - COA,Cancelled Reservation,Good Sam Discount,Amanda,-5.83
Sunland RV Resort Emerald Desert,358415,15603672,208043,14-Apr-19,Void: 07-ED Parking/Storage - (14-Apr-19),Cancelled Reservation,PARKING,Amanda,0
Sunland RV Resort Emerald Desert,358415,15624548,208043,14-Apr-19,Void: 07-ED Parking/Storage - (14-Apr-19),Incorrect Entry,PARKING,Amanda,0
Sunland RV Resort Emerald Desert,356107,15192659,206198,14-Apr-19,Void: 02W- Emerald Weekly Rates - (14-Apr-19),Cancelled Reservation,Lot-Weekly,Amanda,69
Sunland RV Resort Emerald Desert,356107,15192660,206198,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,335241,14755942,191150,14-Apr-19,Void: 02W- Emerald Weekly Rates - (14-Apr-19),Cancelled Reservation,Lot-Weekly,Arturo,1
Sunland RV Resort Emerald Desert,335241,14755943,191150,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Arturo,1
Sunland RV Resort Emerald Desert,335241,14755944,191150,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Arturo,0.11
Sunland RV Resort Emerald Desert,340304,14728460,194768,14-Apr-19,Void: 01V-Villa Daily Rates - (14-Apr-19),Cancelled Reservation,VILLA RENTALS,Arturo,176.8
Sunland RV Resort Emerald Desert,340304,14728461,194768,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Arturo,19.45
Sunland RV Resort Emerald Desert,373881,15815220,219645,14-Apr-19,Void: 01-ED Daily Charge - (14-Apr-19),Cancelled Reservation,Lot-Daily,Briana,86
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,373881,15815221,219645,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,9.35
Sunland RV Resort Emerald Desert,373881,15815222,219645,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Briana,1
Sunland RV Resort Emerald Desert,373881,15815223,219645,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,0.11
Sunland RV Resort Emerald Desert,338913,15818834,193679,14-Apr-19,Void: 01D- Emerald Daily Charge - (14-Apr-19),Cancelled Reservation,Lot-Daily,Briana,84
Sunland RV Resort Emerald Desert,338913,15818835,193679,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,9.13
Sunland RV Resort Emerald Desert,338913,15818836,193679,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Briana,1
Sunland RV Resort Emerald Desert,338913,15818837,193679,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,0.11
Sunland RV Resort Emerald Desert,340584,14393713,194949,14-Apr-19,Void: Z-GP50 - (14-Apr-19),Incorrect Entry,Lot-Group/Club Rentals,Christina,50
Sunland RV Resort Emerald Desert,340584,14393714,194949,14-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Christina,5.5
Sunland RV Resort Emerald Desert,348104,14649561,200217,14-Apr-19,Void: 02W- Emerald Weekly Rates - (14-Apr-19),Cancelled Reservation,Lot-Weekly,Darlene,75
Sunland RV Resort Emerald Desert,348104,14649562,200217,14-Apr-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,Darlene,6
Sunland RV Resort Emerald Desert,348104,14649563,200217,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Darlene,1
Sunland RV Resort Emerald Desert,377175,15819909,222109,14-Apr-19,Void: 01-ED Daily Charge - (14-Apr-19),Incorrect Entry,Lot-Daily,Jeff L,86
Sunland RV Resort Emerald Desert,377175,15819910,222109,14-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jeff L,8.39
Sunland RV Resort Emerald Desert,377175,15819911,222109,14-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jeff L,1
Sunland RV Resort Emerald Desert,377175,15819912,222109,14-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jeff L,0.11
Sunland RV Resort Emerald Desert,377175,15819913,222109,14-Apr-19,Void:    - GOOD SAM,Incorrect Entry,Good Sam Discount,Jeff L,-8.6
Sunland RV Resort Emerald Desert,376182,15798109,221359,14-Apr-19,Void: 01-ED Daily Charge - (14-Apr-19),Incorrect Entry,Lot-Daily,Jenn,99
Sunland RV Resort Emerald Desert,376182,15798110,221359,14-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,10.78
Sunland RV Resort Emerald Desert,376182,15798111,221359,14-Apr-19,Void:    - 1 x Pets,Incorrect Entry,PETS,Jenn,3
Sunland RV Resort Emerald Desert,376182,15798112,221359,14-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,376182,15798113,221359,14-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,361723,15854590,210603,14-Apr-19,Void: Cancellation Fee- ED,Incorrect Entry,LATE FEES/SERVICE CHARGES,Lee,20.21
Sunland RV Resort Emerald Desert,361723,15854591,210603,14-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,2.22
Sunland RV Resort Emerald Desert,367794,15758439,215190,14-Apr-19,Void: 02-ED Weekly Rate - (14-Apr-19),Cancelled Reservation,Lot-Weekly,Lee,85
Sunland RV Resort Emerald Desert,367794,15758440,215190,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,9.24
Sunland RV Resort Emerald Desert,367794,15758441,215190,14-Apr-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,Lee,6
Sunland RV Resort Emerald Desert,367794,15758442,215190,14-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,367794,15758443,215190,14-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,0.11
